statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
4726,https://modernslaveryregister.gov.au/statements/4726/,9/07/2021 10:59,['ALLNEX RESINS AUSTRALIA PTY LTD (25 000 045 572)'],200-250M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['Australia']
4729,https://modernslaveryregister.gov.au/statements/4729/,10/08/2021 11:48,"['ONEPATH GENERAL INSURANCE PTY LIMITED (56 072 892 365), ONEPATH LIFE LIMITED (33 009 657 176), ZURICH AUSTRALIA LIMITED (92 000 010 195), ZURICH AUSTRALIAN INSURANCE LIMITED (13 000 296 640), ZURICH FINANCIAL SERVICES AUSTRALIA LIMITED (11 008 423 372), ZURICH INVESTMENT MANAGEMENT LIMITED (56 063 278 400), ZURICH SERVICES (AUSTRALIA) PTY LIMITED (17 627 298 337)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
4730,https://modernslaveryregister.gov.au/statements/4730/,10/08/2021 11:46,"['NEWMONT AUSTRALIA PTY LTD (95 099 040 507), NEWMONT BODDINGTON PTY LTD (32 062 936 547), NEWMONT GOLDCORP TANAMI PTY LTD (39 007 688 093), NEWMONT MINING SERVICES PTY LTD (22 008 087 778), Saddleback Investments Pty Ltd (96 134 978 224)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4731,https://modernslaveryregister.gov.au/statements/4731/,24/09/2021 11:41,['MECCA BRANDS PTY LTD (11 077 859 931)'],600-700M,['Cosmetics and toiletries'],['Australia']
4733,https://modernslaveryregister.gov.au/statements/4733/,9/07/2021 10:59,"['RUSSELL INVESTMENT GROUP PTY LTD (92 003 066 859), RUSSELL INVESTMENT MANAGEMENT LTD. (53 068 338 974), RUSSELL INVESTMENTS AUSTRALIA HOLDCO PTY LIMITED (99 612 159 314)']",350-400M,"['Financial, insurance and real estate activities']",['United States of America']
4736,https://modernslaveryregister.gov.au/statements/4736/,9/07/2021 10:59,['DRA GLOBAL LIMITED (75 622 581 935)'],900M-1BN,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4738,https://modernslaveryregister.gov.au/statements/4738/,9/07/2021 11:02,"['CEREBOS (AUSTRALIA) LIMITED (82 004 304 803), GOLDEN CIRCLE LIMITED (85 054 355 618), H.J. HEINZ COMPANY AUSTRALIA LIMITED (87 004 200 319), KRAFT HEINZ AUSTRALIA PTY LIMITED (64 622 234 379), SALPAK PROPRIETARY LIMITED (16 004 536 636)']",1BN+,"['Food and beverages, agriculture and fishing']",['United States of America']
4739,https://modernslaveryregister.gov.au/statements/4739/,10/08/2021 12:02,"[""GIBSON'S LIMITED (23 009 476 064)""]",250-300M,"['Food and beverages, agriculture and fishing']",['Australia']
4741,https://modernslaveryregister.gov.au/statements/4741/,9/07/2021 11:00,['EQUINIX AUSTRALIA PTY LIMITED (25 092 807 264)'],350-400M,['Information technology and telecommunication'],['Australia']
4745,https://modernslaveryregister.gov.au/statements/4745/,9/07/2021 11:02,['MUNDIPHARMA PTY LIMITED (87 081 322 509)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
4746,https://modernslaveryregister.gov.au/statements/4746/,9/07/2021 11:02,['CREATION HOMES (VIC) PTY LTD (64 143 151 768)'],100-150M,"['Construction, civil engineering and building products']",['Australia']
4747,https://modernslaveryregister.gov.au/statements/4747/,25/08/2021 16:05,['The Trustee for JONES DAY (59 206 613 356)'],1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['United States of America']
4751,https://modernslaveryregister.gov.au/statements/4751/,9/07/2021 11:01,['Wacker Chemie AG (11 607 113 062)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Germany']
4752,https://modernslaveryregister.gov.au/statements/4752/,9/07/2021 11:01,['Spark Infrastructure RE Limited (36 114 940 984)'],250-300M,"['Utilities: gas, water and electricity']",['Australia']
4756,https://modernslaveryregister.gov.au/statements/4756/,10/08/2021 11:46,"['FEI AUSTRALIA PTY LTD (60 129 061 374), FEI MELBOURNE PTY LTD (98 100 686 413), OXOID AUSTRALIA PTY. LIMITED (79 005 422 659), PATHEON BIOLOGICS AUSTRALIA PTY LTD (33 141 099 041), THERMO ELECTRON AUSTRALIA PTY LIMITED (44 109 074 115)']",450-500M,['Healthcare and pharmaceuticals\nOther'],['Australia']
4758,https://modernslaveryregister.gov.au/statements/4758/,9/07/2021 11:53,['Kaplan Australia Holdings Pty Limited (30 117 261 980)'],100-150M,['Education and research'],['Australia']
4759,https://modernslaveryregister.gov.au/statements/4759/,9/07/2021 11:08,"['ABM AUSTRALIA HOLDING PTY LTD (77 632 660 774), ACCESS BRAND MANAGEMENT PTY LTD (67 618 170 639)']",250-300M,"['Food and beverages, agriculture and fishing\nCosmetics and toiletries']",['Australia']
4761,https://modernslaveryregister.gov.au/statements/4761/,9/07/2021 11:55,"['FIRST SENTIER INVESTORS ASIA HOLDINGS LTD (54 054 571 701), FIRST SENTIER INVESTORS (AUSTRALIA) IM LTD (89 114 194 311), FIRST SENTIER INVESTORS (AUSTRALIA) INFRASTRUCTURE HOLDINGS LTD (20 085 313 926), FIRST SENTIER INVESTORS (AUSTRALIA) RE LTD (13 006 464 428), First Sentier Investors Europe Holdings Limited, FIRST SENTIER INVESTORS HOLDINGS PTY LIMITED (49 630 725 558), First Sentier Investors (Hong Kong) Ltd, First Sentier Investors International IM Limited, FIRST SENTIER INVESTORS REALINDEX PTY LTD (24 133 312 017), FIRST SENTIER INVESTORS REALINDEX PTY LTD (24 133 312 017), First Sentier Investors (Singapore), First Sentier Investors (UK) Funds Limited, First Sentier Investors (UK) IM Limited, First Sentier Investors (UK) Services Limited, THE TRUSTEE FOR CFS GLOBAL DIVERSIFIED INFRUSTRUCTURE FUND (93 463 968 874), The Trustee for Global Diversified Infrastructure Fund (Active) (73 751 308 908)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
4763,https://modernslaveryregister.gov.au/statements/4763/,9/07/2021 11:11,['LEIDOS AUSTRALIA PTY LIMITED (79 612 590 155)'],500-600M,['Information technology and telecommunication\nDefence and aerospace'],['Australia']
4766,https://modernslaveryregister.gov.au/statements/4766/,9/07/2021 11:05,['TREND MICRO AUSTRALIA PTY. LTD. (70 077 055 817)'],200-250M,['Information technology and telecommunication'],['Japan']
4769,https://modernslaveryregister.gov.au/statements/4769/,9/07/2021 11:02,['ING BANK (AUSTRALIA) LIMITED (24 000 893 292)'],1BN+,"['Financial, insurance and real estate activities']",['Netherlands']
4772,https://modernslaveryregister.gov.au/statements/4772/,9/07/2021 11:49,['Queensland University of Technology (83 791 742 622)'],1BN+,['Education and research'],['Australia']
4773,https://modernslaveryregister.gov.au/statements/4773/,9/07/2021 11:06,"['ETEX AUSTRALIA PTY LTD (61 003 621 010), ETEX HOLDING AUSTRALIA II PTY LTD (86 003 621 181), ETEX HOLDING AUSTRALIA I PTY LTD (82 134 378 313), ETEX HOLDING AUSTRALIA PTY LTD (54 645 836 531), PROMAT AUSTRALIA PTY LTD (88 079 925 750)']",200-250M,"['Construction, civil engineering and building products']","['Australia, Belgium']"
4774,https://modernslaveryregister.gov.au/statements/4774/,10/08/2021 11:53,"[""L'OREAL AUSTRALIA PTY LTD (40 004 191 673)""]",600-700M,"['Cosmetics and toiletries\nFashion, textiles, apparel and luxury goods']",['Australia']
4783,https://modernslaveryregister.gov.au/statements/4783/,9/07/2021 11:04,"['CATERPILLAR FINANCIAL AUSTRALIA LIMITED (70 006 714 585), CATERPILLAR HOLDINGS AUSTRALIA PTY LTD (26 003 430 135), CATERPILLAR OF AUSTRALIA PTY LTD (97 004 332 469), CATERPILLAR UNDERGROUND MINING PTY LTD (69 069 652 866), PROGRESS RAIL AUSTRALIA PTY LTD (38 063 514 018), SOLAR TURBINES INTERNATIONAL COMPANY (43 066 283 074)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nAutomotive, machinery and heavy electrical equipment\nUtilities: gas, water and electricity\nTransportation, logistics, and storage\nFinancial, insurance and real estate activities\nOther']",['Australia']
4785,https://modernslaveryregister.gov.au/statements/4785/,9/07/2021 11:03,['MARLEYSPOON PTY LTD (28 603 969 571)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
4789,https://modernslaveryregister.gov.au/statements/4789/,9/07/2021 11:03,['AT&T GLOBAL NETWORK SERVICES AUSTRALIA PTY LTD (72 087 916 701)'],150-200M,['Information technology and telecommunication'],['United States of America']
4790,https://modernslaveryregister.gov.au/statements/4790/,9/07/2021 11:03,['GoldenTree Asset Management Australia LLC'],0-99M,"['Financial, insurance and real estate activities']",['United States of America']
4791,https://modernslaveryregister.gov.au/statements/4791/,10/08/2021 12:06,['ROYAL FRIESLANDCAMPINA N.V.'],1BN+,"['Food and beverages, agriculture and fishing']",['Netherlands']
4792,https://modernslaveryregister.gov.au/statements/4792/,9/07/2021 11:48,"['OLEFINES PTY. LTD. (16 005 625 276), Qenos Consulting Pty Ltd, QENOS ELASTOMERS PTY LTD (14 004 429 707), QENOS HOLDINGS PTY LTD (62 086 026 968), QENOS OLEFINS PTY LTD (23 004 486 453), QENOS PLASTICS PTY LTD (52 006 142 196), QENOS PTY LTD (62 054 196 771), QENOS RESINS PTY LTD (67 074 650 034)']",1BN+,['Other'],['Australia']
4794,https://modernslaveryregister.gov.au/statements/4794/,9/07/2021 11:05,['Institutional Shareholder Services Inc.'],350-400M,"['Financial, insurance and real estate activities']",['United States of America']
4795,https://modernslaveryregister.gov.au/statements/4795/,9/07/2021 11:05,['BILLABONG GOLD PTY LTD (34 613 900 922)'],150-200M,"['Mining, metals, chemicals and resources (including oil and gas)']","['Australia, Canada']"
4797,https://modernslaveryregister.gov.au/statements/4797/,10/08/2021 11:54,"['AG360 PTY LTD (59 639 263 899), AGRICULTURAL BUSINESS RESEARCH INSTITUTE (59 781 301 088), The Trustee for UNE Foundation (42 536 278 085), THE UNIVERSITY OF NEW ENGLAND (75 792 454 315), UNE LIFE PTY LTD (29 065 648 419), UNE PARTNERSHIPS PTY LTD (74 003 099 125)']",400-450M,['Education and research\nCharitable / not-for-profit activities'],['Australia']
4798,https://modernslaveryregister.gov.au/statements/4798/,9/07/2021 11:04,"['TESLA MOTORS AUSTRALIA, PTY LTD (68 142 889 816)']",500-600M,"['Automotive, machinery and heavy electrical equipment']",['United States of America']
4799,https://modernslaveryregister.gov.au/statements/4799/,10/08/2021 11:53,['ZESPRI INTERNATIONAL (AUSTRALIA) PTY LTD (91 125 815 465)'],0-99M,"['Food and beverages, agriculture and fishing']",['Australia']
4800,https://modernslaveryregister.gov.au/statements/4800/,9/07/2021 11:04,['COLGATE-PALMOLIVE PTY LTD (79 002 792 163)'],350-400M,['Cosmetics and toiletries'],['Australia']
4801,https://modernslaveryregister.gov.au/statements/4801/,9/07/2021 11:04,['Kirkland Lake Gold Ltd.'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Canada']
4802,https://modernslaveryregister.gov.au/statements/4802/,9/07/2021 11:05,"['ELANCO AUSTRALASIA PTY LTD (64 076 745 198), ELANCO AUSTRALIA HOLDING PTY LIMITED (24 628 673 754)']",200-250M,"['Food and beverages, agriculture and fishing\nHealthcare and pharmaceuticals']",['United States of America']
4804,https://modernslaveryregister.gov.au/statements/4804/,9/07/2021 11:48,['CANON AUSTRALIA PTY. LTD. (66 005 002 951)'],600-700M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nInformation technology and telecommunication\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
4805,https://modernslaveryregister.gov.au/statements/4805/,9/07/2021 11:46,['NEWFURN FLOOR COVERINGS LIMITED (63 004 650 668)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
4810,https://modernslaveryregister.gov.au/statements/4810/,1/02/2022 8:49,['OLEX AUSTRALIA PTY LIMITED (61 087 542 863)'],300-350M,"['Construction, civil engineering and building products']",['Australia']
4811,https://modernslaveryregister.gov.au/statements/4811/,9/07/2021 11:20,"['COMMUNITY VENUES LTD (84 640 640 035), HILLSONG CHILD CARE LTD (56 617 423 775), HILLSONG CHURCH AUSTRALIA LTD (24 615 339 949), HILLSONG CHURCH LTD (37 002 745 879), HILLSONG CITYCARE (13 003 698 726), HILLSONG MEDIA & PERFORMING ARTS LTD. (45 454 866 057), The Trustee for Community Venues (36 143 775 230), The Trustee for Hillsong Church Australia (73 640 782 059), The Trustee for Hillsong Foundation (98 060 671 646)']",100-150M,['Charitable / not-for-profit activities'],['Australia']
4812,https://modernslaveryregister.gov.au/statements/4812/,9/07/2021 11:59,"['ALLNET TECHNOLOGIES PTY. LIMITED (25 003 888 757), ANIXTER AUSTRALIA PTY LTD (68 055 815 551), CENTRAL SECURITY DISTRIBUTION PTY LTD (25 129 573 164), INNER RANGE PTY. LTD. (26 007 103 933)']",400-450M,"['Construction, civil engineering and building products']",['Australia']
4813,https://modernslaveryregister.gov.au/statements/4813/,9/07/2021 11:48,['INSIGHT ENTERPRISES AUSTRALIA PTY LTD (47 058 645 677)'],100-150M,['Information technology and telecommunication'],['United States of America']
4814,https://modernslaveryregister.gov.au/statements/4814/,9/07/2021 11:05,['LAZARD ASSET MANAGEMENT PACIFIC CO. (13 064 523 619)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
4816,https://modernslaveryregister.gov.au/statements/4816/,9/07/2021 11:51,['ROC OIL COMPANY PTY LIMITED (32 075 965 856)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4817,https://modernslaveryregister.gov.au/statements/4817/,9/07/2021 11:06,['LACTALIS AUSTRALIA PTY LTD (56 072 928 879)'],1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
4819,https://modernslaveryregister.gov.au/statements/4819/,9/07/2021 11:16,['DFA AUSTRALIA LIMITED (46 065 937 671)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
4820,https://modernslaveryregister.gov.au/statements/4820/,9/07/2021 11:11,['PLENARY GROUP HOLDINGS PTY LTD (20 607 311 946)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
4821,https://modernslaveryregister.gov.au/statements/4821/,9/07/2021 11:09,['PHILIP MORRIS (AUSTRALIA) LIMITED (68 004 316 901)'],1BN+,['Other'],['Australia']
4822,https://modernslaveryregister.gov.au/statements/4822/,10/08/2021 11:53,"['ACCENT AIR PTY LIMITED (28 062 383 224), AQUAMAX AUSTRALIA PTY LIMITED (37 138 189 689), RAYPAK AUSTRALIA PTY LTD (65 078 743 414), RHEEM AUSTRALIA PTY LIMITED (21 098 823 511), SOLAHART INDUSTRIES PTY. LTD. (45 064 945 848)']",400-450M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
4824,https://modernslaveryregister.gov.au/statements/4824/,9/07/2021 11:46,['DOMETIC AUSTRALIA PTY LTD (62 086 366 305)'],150-200M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']","['Australia, Sweden']"
4825,https://modernslaveryregister.gov.au/statements/4825/,9/07/2021 11:46,['HANNOVER RUECK SE (88 002 927 031)'],700-800M,"['Financial, insurance and real estate activities']",['Germany']
4826,https://modernslaveryregister.gov.au/statements/4826/,9/07/2021 11:48,['CHANEL (AUSTRALIA) PTY LTD (83 000 012 153)'],300-350M,"['Cosmetics and toiletries\nFashion, textiles, apparel and luxury goods']",['United Kingdom']
4829,https://modernslaveryregister.gov.au/statements/4829/,9/07/2021 11:56,['HOLMESGLEN INSTITUTE (40 096 756 729)'],150-200M,['Education and research'],['Australia']
4830,https://modernslaveryregister.gov.au/statements/4830/,9/07/2021 11:48,['RETURNED & SERVICES LEAGUE OF AUSTRALIA (QUEENSLAND BRANCH) (79 902 601 713)'],150-200M,['Charitable / not-for-profit activities'],['Australia']
4831,https://modernslaveryregister.gov.au/statements/4831/,9/07/2021 11:49,['NORTHROP GRUMMAN AUSTRALIA PTY LIMITED (78 156 458 981)'],300-350M,['Defence and aerospace'],['United States of America']
4833,https://modernslaveryregister.gov.au/statements/4833/,9/07/2021 11:59,['BOX HILL INSTITUTE (76 268 630 462)'],150-200M,['Education and research'],['Australia']
4836,https://modernslaveryregister.gov.au/statements/4836/,9/07/2021 11:48,['RENTOKIL INITIAL PTY LTD (98 000 034 597)'],250-300M,['Other'],['Australia']
4838,https://modernslaveryregister.gov.au/statements/4838/,9/07/2021 11:52,['KOPPERS CARBON MATERIALS & CHEMICALS PTY LTD (71 003 947 699)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4840,https://modernslaveryregister.gov.au/statements/4840/,9/07/2021 11:46,['INDORAMA VENTURES OXIDES AUSTRALIA PTY LIMITED (67 083 984 187)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Thailand']
4841,https://modernslaveryregister.gov.au/statements/4841/,10/08/2021 11:47,['APPEN LIMITED (60 138 878 298)'],500-600M,['Information technology and telecommunication'],['Australia']
4845,https://modernslaveryregister.gov.au/statements/4845/,9/07/2021 11:51,['TRANSALTA ENERGY (AUSTRALIA) PTY LTD (40 062 135 844)'],150-200M,"['Utilities: gas, water and electricity']",['Canada']
4847,https://modernslaveryregister.gov.au/statements/4847/,9/07/2021 11:53,"[""HILL'S PET NUTRITION PTY LIMITED (86 003 954 550)""]",100-150M,"['Food and beverages, agriculture and fishing\nOther']",['Australia']
4848,https://modernslaveryregister.gov.au/statements/4848/,10/08/2021 11:53,"['Campari Australia Pty Ltd (72 137 554 726), Campari New Zealand Limited']",150-200M,"['Food and beverages, agriculture and fishing']","['Australia, New Zealand']"
4850,https://modernslaveryregister.gov.au/statements/4850/,9/07/2021 11:54,"['GE HEALTHCARE AUSTRALIA PTY LIMITED (32 001 408 402), GENERAL ELECTRIC INTERNATIONAL INC (85 002 420 751)']",700-800M,"['Automotive, machinery and heavy electrical equipment\nDefence and aerospace\nHealthcare and pharmaceuticals']",['United States of America']
4852,https://modernslaveryregister.gov.au/statements/4852/,13/12/2021 10:06,"['Medline International Two Australia Pty Ltd (32 009 911 449), Medline Stellar Australia Pty Ltd (94 149 963 226)']",200-250M,['Healthcare and pharmaceuticals'],"['Australia, Netherlands, United Kingdom, United States of America']"
4853,https://modernslaveryregister.gov.au/statements/4853/,10/08/2021 11:47,['ORIENTAL MERCHANT PTY. LTD. (34 007 368 925)'],350-400M,"['Food and beverages, agriculture and fishing']",['Australia']
4856,https://modernslaveryregister.gov.au/statements/4856/,9/07/2021 11:53,['SCHNEIDER ELECTRIC AUSTRALIA HOLDINGS PTY LTD (30 105 310 781)'],1BN+,"['Automotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products\nInformation technology and telecommunication\nOther']","['Australia, France']"
