IDX,PeriodStart,PeriodEnd,Type,HeadquarteredCountries,AnnualRevenue,ReportingEntities,IncludedEntities,ABN,ACN,ARBN,Link,IndustrySectors,RelatedStatements
2024-1041,2023-01-01,2023-12-31,Joint,Australia,250-300M,"CK BIDCO PTY. LTD., CK HOLDCO PTY. LTD., CULTURE KINGS BRISBANE PTY LTD, CULTURE KINGS GOLD COAST PTY LTD, CULTURE KINGS GROUP PTY LTD, CULTURE KINGS MELBOURNE PTY LTD, CULTURE KINGS PERTH PTY LTD, CULTURE KINGS PTY LTD, CULTURE KINGS SYDNEY PTY LTD, DXXM LIFE IP PTY LTD, TF APPAREL PTY LTD, TF INTELLECTUAL PROPERTY PTY LTD, TF IP INVESTMENT PTY LTD",,,"647406219, 647405169, 600222517, 600222955, 627007970, 164107608, 603930669, 140242968, 600222133, 641298320, 140259918, 140258742, 647448502",,https://modernslaveryregister.gov.au/statements/18248/,"Fashion, textiles, apparel and luxury goods",2023-1392
2024-1011,2023-01-01,2023-12-31,Joint,Germany,1BN+,"GREAT LAKES INSURANCE SE (18 964 580 576), MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT (MUNICH REINSURANCE COMPANY) (90 009 763 526), MUNICH HOLDINGS OF AUSTRALASIA PTY LTD (80 000 159 651), MUNICH REINSURANCE COMPANY OF AUSTRALASIA LIMITED (51 004 804 013)",,"18964580576, 90009763526, 80000159651, 51004804013",,,https://modernslaveryregister.gov.au/statements/18247/,"Financial, insurance and real estate activities","2023-668, 2022-705, 2021-1539"
2024-1010,2023-01-01,2023-12-31,Single,Australia,400-450M,ANIXTER AUSTRALIA PTY LTD (68 055 815 551),"ALLNET TECHNOLOGIES PTY. LIMITED (25 003 888 757), CENTRAL SECURITY DISTRIBUTION PTY LTD (25 129 573 164), INNER RANGE PTY. LTD. (26 007 103 933), RAHI SYSTEMS AUSTRALIA PTY LTD (48 627 388 381), Wesco Australia Pty Ltd (37 133 711 038)","25003888757, 68055815551, 25129573164, 26007103933, 48627388381, 37133711038",,,https://modernslaveryregister.gov.au/statements/18246/,"Construction, civil engineering and building products
Information technology and telecommunication
Other","2023-1232, 2022-1174, 2021-2257"
2024-1430,2023-01-01,2023-12-31,Single,Sweden,800-900M,VOLVO CAR AUSTRALIA PTY LTD (18 004 830 611),,18004830611,,,https://modernslaveryregister.gov.au/statements/18242/,"Automotive, machinery and heavy electrical equipment","2023-1238, 2022-658, 2021-3411"
2024-1003,2023-01-01,2023-12-31,Single,Australia,1BN+,Curtin University (99 143 842 569),,99143842569,,,https://modernslaveryregister.gov.au/statements/18241/,Education and research,"2023-1095, 2022-1303, 2021-1602"
2024-1002,2023-01-01,2023-12-31,Joint,China,1BN+,"BANK OF CHINA (AUSTRALIA) LIMITED (28 110 077 622), BANK OF CHINA LIMITED (29 002 979 955)",,"28110077622, 29002979955",,,https://modernslaveryregister.gov.au/statements/18240/,"Financial, insurance and real estate activities","2023-889, 2022-853, 2021-2109"
2024-1006,2023-01-01,2023-12-31,Joint,Canada,300-350M,"ATCO GAS AUSTRALIA NETWORKS PTY LTD (24 659 123 636), ATCO STRUCTURES & LOGISTICS PTY LTD (71 083 902 309)","ATCO GAS AUSTRALIA GP PTY LTD (76 151 245 779), ATCO GAS AUSTRALIA PTY LTD (90 089 531 975)","76151245779, 24659123636, 90089531975, 71083902309",,,https://modernslaveryregister.gov.au/statements/18239/,"Utilities: gas, water and electricity
Construction, civil engineering and building products","2023-1322, 2022-635, 2021-2366"
2024-1060,2023-01-01,2023-12-31,Joint,Australia,900M-1BN,"ACM AUTOS HOLDINGS PTY LTD, ACM Autos Pty Ltd, ACM Liverpool Pty Ltd, ADTRANS AUTOMOTIVE GROUP PTY LTD, ADTRANS GROUP LIMITED, AHGCL 2016 PTY LTD, AHG NEWCASTLE PTY LTD, A.P. GROUP LTD, A.P. MOTORS (NO.3) PTY. LTD., AUSTRAL PTY LTD, AUT 6 Pty Ltd, AUTOMOTIVE HOLDINGS GROUP LIMITED, BASW PTY LTD, CARDIFF CAR CITY HOLDINGS PTY LTD, CARDIFF CAR CITY PTY LIMITED, CARLINS GROUP HOLDINGS PTY LTD, CFD (2012) Pty Ltd, CITY AUTO (2016) HOLDINGS PTY LTD, CITY AUTO (2016) PTY LTD, EACAB PTY LTD, EAGERS ACT PTY LTD, EAGERS AUTOMOTIVE LIMITED, EAGERS TACT PTY LTD, EAGERS VIC PTY LTD, EASST PTY LTD, EASY AUTO 123 PTY LTD, EVDEALER GROUP PTY LTD, Grand Autos 2005 Pty Ltd, Highland Autos Pty Ltd, MCM Sutherland Pty Ltd, MOTORS GROUP (GLEN WAVERLEY) PTY LTD, MOTORS TAS PTY LTD, Osborne Park Autos Pty Ltd, PERTH AUTO ALLIANCE PTY LTD, PT (2013) PTY LTD, Shemapel 2005 Pty Ltd, SOUTHEAST AUTOMOTIVE GROUP PTY LTD, The Trustee for Osborne Park Unit Trust (57 065 956 507), The trustee for SWGT UNIT TRUST (45 237 703 739), WS MOTORS PTY LTD, ZUPPS ASPLEY PTY. LTD.","EAGERS AUTOMOTIVE LIMITED, EASY AUTO 123 PTY LTD","57065956507, 45237703739","621081552, 121604082, 121604055, 007866917, 008129477, 615618678, 600832755, 010030994, 010585252, 009662202, 008985886, 111470038, 601452199, 602181751, 062072299, 619469966, 158508233, 611922993, 611928968, 652679000, 658497753, 009680013, 009680013, 658497299, 616989596, 651942264, 148136314, 148136314, 657632758, 112854878, 121604297, 121606808, 164997228, 608791680, 112854476, 089353346, 162030015, 112854412, 103071290, 608791804, 009900298",,https://modernslaveryregister.gov.au/statements/18236/,"Automotive, machinery and heavy electrical equipment","2023-915, 2022-731, 2021-2537"
2024-999,2023-01-01,2023-12-31,Single,China,200-250M,LONGI SOLAR AUSTRALIA PTY LTD (15 632 322 288),,15632322288,,,https://modernslaveryregister.gov.au/statements/18232/,Other,2022-758
2024-997,2023-01-01,2023-12-31,Single,Singapore,100-150M,IDEMITSU INTERNATIONAL (ASIA) PTE. LTD.,,,,,https://modernslaveryregister.gov.au/statements/18231/,Other,
2024-992,2023-01-01,2023-12-31,Single,Australia,150-200M,THE SWATCH GROUP (AUSTRALIA) PTY. LTD. (20 004 287 110),,20004287110,,,https://modernslaveryregister.gov.au/statements/18228/,"Fashion, textiles, apparel and luxury goods","2025-728, 2023-1001, 2022-1000"
2024-995,2023-01-01,2023-12-31,Single,Australia,600-700M,WEST AFRICAN RESOURCES LTD (70 121 539 375),"Channel Resources (Cayman II) Ltd, Channel Resources (Cayman I) Ltd, Channel Resources Ltd, Kiaka Gold SARL, Kiaka SA, Societe des Mines de Sanbrado SA, Tanlouka SARL, Volta II Ltd, Volta Properties SARL, Volta Resources (Cayman) Inc., WAF FINANCE PTY LTD (52 631 098 550), West African Resources Development SARL, WURA Resources Pty Ltd SARL","52631098550, 70121539375",,,https://modernslaveryregister.gov.au/statements/18226/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1573, 2022-1428, 2022-1429"
2024-990,2023-01-01,2023-12-31,Joint,Netherlands,1BN+,"ING BANK (AUSTRALIA) LIMITED, ING BANK N.V., The Trustee for IBAL Covered Bond Trust (25 870 839 351), The Trustee for IDS TRUST 2008-1 (52 214 488 355)",,"25870839351, 52214488355","000893292, 080178196",,https://modernslaveryregister.gov.au/statements/18225/,"Financial, insurance and real estate activities","2023-844, 2022-771"
2024-987,2023-01-01,2023-12-31,Single,Australia,300-350M,THE ROMAN CATHOLIC TRUST CORPORATION FOR THE DIOCESE OF TOWNSVILLE (13 622 319 794),,13622319794,,,https://modernslaveryregister.gov.au/statements/18223/,Education and research,"2023-881, 2022-608, 2021-2663"
2024-988,2023-01-01,2023-12-31,Single,Australia,350-400M,BELRON AUSTRALIA PTY. LIMITED (97 001 052 704),"O'BRIEN GLASS INDUSTRIES LIMITED (74 000 022 275), O'BRIEN GROUP SERVICES PTY LTD (74 132 161 285)","97001052704, 74000022275, 74132161285",,,https://modernslaveryregister.gov.au/statements/18222/,"Automotive, machinery and heavy electrical equipment
Consumer services, including accommodation, hospitality, tourism and leisure","2023-769, 2022-498, 2021-1896"
2024-996,2023-01-01,2023-12-31,Single,Australia,0-99M,UTS COLLEGE LTD (39 001 425 065),"INSEARCH EDUCATION INTERNATIONAL PTY LTD (82 068 439 912), INSEARCH GLOBAL PTY LTD (37 623 990 376)","82068439912, 37623990376, 39001425065",,,https://modernslaveryregister.gov.au/statements/18220/,"Education and research
Charitable / not-for-profit activities","2024-1299, 2023-704"
2024-998,2023-01-01,2023-12-31,Single,Australia,600-700M,HG HOLDCO PTY LTD (20 603 088 606),"ACE HOYTS MG PARTNERSHIP PTY LIMITED (36 669 675 209), Aubidco1 Pty Limited (98 127 647 349), Aubidco2 Pty Limited (61 128 712 274), Aubidco3 Pty Limited (63 128 712 283), Aufinco Pty Limited (15 127 647 376), Auholdco1 Pty Limited (78 128 698 224), Auholdco2 Pty Limited (80 128 698 297), Auholdco3 Pty Limited (99 128 698 313), Auholdco4 Pty Limited (59 128 712 265), Aupikco Pty Limited (12 128 698 322), AUSTRALIAN MULTIPLEX CINEMAS PTY LTD (73 059 968 599), CINEADS AUSTRALIA PTY LTD (42 104 829 781), CROYDON 4 PTY. LIMITED (84 071 018 043), HG BIDCO PTY LTD (32 603 089 907), HOYTS 8 CHATSWOOD PTY. LIMITED (81 052 863 591), HOYTS CONSOLIDATED PTY. LTD. (69 006 766 874), Hoyts Digital Cinemas Pty Limited (88 143 785 755), HOYTS FILMS PTY. LTD. (44 075 580 200), Hoyts Investments Holdings Pty Limited (66 112 095 119), HOYTS MULTI-PLEX CINEMAS PTY. LTD. (33 006 564 585), HOYTS ON-LINE PTY. LTD. (78 062 671 489), HOYTS PTY. LTD. (43 006 527 359), HOYTS SCREEN ADVERTISING PTY LTD (63 106 461 572), HOYTS SHOWBUSINESS CINEMA ADVERTISING PTY LTD (32 107 780 129), HOYTS STREAM PTY LIMITED (68 163 310 192), HOYTS THEATRES HOLDINGS PTY LTD (66 006 758 318), INDEPENDENT CINEMA ADVERTISING PTY. LIMITED (77 060 535 882), INNOV8 MEDIA PTY LIMITED (69 128 253 029), MEDIA ENTERTAINMENT GROUP PTY LIMITED (81 007 290 539), SALISBURY CINEMAS PTY LTD (73 080 270 640), SOCIAL ENTERTAINMENT PTY LIMITED (27 062 671 649), THE HOYTS CORPORATION PTY. LIMITED (31 006 082 551), The Trustee for THE HOYTS 8 CHATSWOOD UNIT TRUST (70 022 484 330), VAL MORGAN & CO. (AUST.) PTY. LTD. (28 004 806 857), Val Morgan Holdings Pty Ltd (86 102 805 756), VAL MORGAN PETRO MEDIA PTY LIMITED (77 160 285 325), Val Morgan Retail Media Holdings Pty Ltd (43 133 449 073), VAL MORGAN RETAIL MEDIA PTY LTD (26 086 439 054), VMO ACTIVE PTY LTD (18 099 809 337)","36669675209, 98127647349, 61128712274, 63128712283, 15127647376, 78128698224, 80128698297, 99128698313, 59128712265, 12128698322, 73059968599, 42104829781, 84071018043, 32603089907, 20603088606, 81052863591, 69006766874, 88143785755, 44075580200, 66112095119, 33006564585, 78062671489, 43006527359, 63106461572, 32107780129, 68163310192, 66006758318, 77060535882, 69128253029, 81007290539, 73080270640, 27062671649, 31006082551, 70022484330, 28004806857, 86102805756, 77160285325, 43133449073, 26086439054, 18099809337",,,https://modernslaveryregister.gov.au/statements/18217/,"Media, publishing, arts and entertainment","2023-1384, 2022-857, 2021-2536"
2024-983,2022-07-01,2023-06-30,Single,Australia,500-600M,ASPEN ASIA PACIFIC PTY LTD (75 146 444 484),"ASPEN PHARMACARE AUSTRALIA PTY LIMITED (51 096 236 985), ASPEN PHARMA PTY LTD (88 004 118 594)","75146444484, 51096236985, 88004118594",,,https://modernslaveryregister.gov.au/statements/18215/,Healthcare and pharmaceuticals,"2024-3646, 2023-111, 2021-4200, 2021-1393"
2024-1067,2023-01-01,2023-12-31,Single,"Australia, Sweden",100-150M,TRELLEBORG HOLDINGS AUSTRALIA PTY LTD,"TRELLEBORG MARINE SYSTEMS AUSTRALIA PTY LTD (88 098 290 432), TRELLEBORG PERTH PTY LTD (35 009 674 195)","88098290432, 35009674195",096223568,,https://modernslaveryregister.gov.au/statements/18334/,"Automotive, machinery and heavy electrical equipment",
2024-1063,2023-01-01,2023-12-31,Joint,United States of America,800-900M,"ABBOTT AUSTRALASIA PTY LTD (95 000 180 389), ABBOTT MEDICAL AUSTRALIA PTY LTD. (73 080 212 746), ABBOTT RAPID DIAGNOSTICS PTY LTD. (19 010 728 220)","ABBOTT MEDICAL AUSTRALIA PTY LTD. (73 080 212 746), ABBOTT RAPID DIAGNOSTICS PTY LTD (19 010 728 220)","95000180389, 73080212746, 73080212746, 19010728220, 19010728220",,,https://modernslaveryregister.gov.au/statements/18332/,Healthcare and pharmaceuticals,"2023-1181, 2022-1277, 2021-2032"
2024-1061,2023-01-01,2023-12-31,Single,Australia,450-500M,CHARLES STURT UNIVERSITY (83 878 708 551),"CHARLES STURT CAMPUS SERVICES LIMITED (37 063 446 864), The Trustee for Charles Sturt University Foundation Trust (31 158 135 157)","37063446864, 83878708551, 31158135157",,,https://modernslaveryregister.gov.au/statements/18329/,Education and research,"2022-1401, 2021-2569"
2024-1059,2023-01-01,2023-12-31,Single,"Australia, Sierra Leone, South Africa, United Kingdom",250-300M,SIERRA RUTILE HOLDINGS LIMITED (79 613 822 165),"Sierra Rutile International South Africa (Pty) Ltd, Sierra Rutile International UK Limited, Sierra Rutile Investments 1 Limited, Sierra Rutile Investments (BVI) Limited, Sierra Rutile Limited, Sierra Rutile (UK) Limited, SRL Acquisitional No.3 Limited",79613822165,,,https://modernslaveryregister.gov.au/statements/18325/,"Mining, metals, chemicals and resources (including oil and gas)",2023-426
2024-1057,2023-01-01,2023-12-31,Single,Australia,300-350M,UNIVERSITY OF CANBERRA (81 633 873 422),"UC GLOBAL PTY LTD (50 095 483 686), UCX LTD (33 119 755 627)","50095483686, 33119755627, 81633873422",,,https://modernslaveryregister.gov.au/statements/18322/,Education and research,"2023-1116, 2022-1330, 2021-2451"
2024-1055,2023-01-01,2023-12-31,Single,Republic of Korea (South Korea),100-150M,SAMSUNG C&T CORPORATION (49 160 079 470),,49160079470,,,https://modernslaveryregister.gov.au/statements/18316/,"Construction, civil engineering and building products","2023-1244, 2022-940, 2021-2350"
2024-1052,2023-01-01,2023-12-31,Single,Australia,800-900M,DP WORLD AUSTRALIA (HOLDING) PTY LTD,"DP WORLD AUSTRALIA CONTAINER PARKS PTY LTD, DP WORLD AUSTRALIA (FINANCE) PTY LTD, DP WORLD AUSTRALIA LIMITED, DP WORLD BRISBANE PTY LIMITED, DP WORLD (FREMANTLE) LIMITED, DP WORLD MELBOURNE LIMITED, DP WORLD SYDNEY LIMITED",,"103736705, 147893285, 147892715, 129842093, 130876701, 009106763, 000049301, 001351159",,https://modernslaveryregister.gov.au/statements/18314/,"Transportation, logistics, and storage",2023-1734
2024-1050,2023-01-01,2023-12-31,Single,"Australia, New Zealand",1BN+,VENTIA SERVICES GROUP LIMITED (53 603 253 541),"BROADSPECTRUM (FINANCE) PTY LTD (98 153 964 697), BROADSPECTRUM (HOLDINGS) PTY LTD (96 093 114 535), BROADSPECTRUM (INTERNATIONAL) PTY LTD (40 094 599 569), BROADSPECTRUM (OIL & GAS) PTY LTD (86 147 580 596), BROADSPECTRUM PTY LTD (69 000 484 417), BRS HOLDCO PTY LTD (74 609 542 556), EASTERNWELL GROUP ASSETS PTY LTD (45 126 227 932), EASTERNWELL GROUP INVESTMENTS PTY LIMITED (23 140 955 200), EASTERNWELL GROUP OPERATIONS PTY LTD (64 128 179 313), EASTERNWELL GROUP PTY LTD (53 122 663 147), EASTERNWELL WA PTY LTD (55 052 529 754), KORDIA LIMITED (33 329 454 259), Piver Pty Ltd (55 122 663 156), VENTIA ASSET INFRASTRUCTURE SERVICES PTY LIMITED (85 617 180 015), VENTIA AUSTRALIA PTY LTD (11 093 114 553), VENTIA FINCO PTY LIMITED (36 615 762 322), VENTIA HOLDINGS I PTY LIMITED (26 638 043 320), VENTIA PROPERTY PTY LTD (16 618 028 676), VENTIA PTY LIMITED (51 603 146 676), VENTIA SERVICES GROUP LIMITED (53 603 253 541), VENTIA SERVICES PTY LTD (60 603 370 207), VENTIA UTILITY SERVICES PTY LIMITED (69 010 725 247), VISIONSTREAM AUSTRALIA PTY LIMITED (85 093 384 680), VISIONSTREAM PTY LIMITED (80 062 604 193), VISIONSTREAM SERVICES PTY LIMITED (30 088 704 269)","98153964697, 96093114535, 40094599569, 86147580596, 69000484417, 74609542556, 45126227932, 23140955200, 64128179313, 53122663147, 55052529754, 33329454259, 55122663156, 85617180015, 11093114553, 36615762322, 26638043320, 16618028676, 51603146676, 53603253541, 53603253541, 60603370207, 69010725247, 85093384680, 80062604193, 30088704269",,,https://modernslaveryregister.gov.au/statements/18312/,"Mining, metals, chemicals and resources (including oil and gas)
Utilities: gas, water and electricity
Cleaning and security services
Defence and aerospace
Government Sector","2023-955, 2022-959, 2021-2006, 2021-711"
2024-1049,2023-01-01,2023-12-31,Joint,Australia,250-300M,"SGS AUSTRALIA PTY LTD (44 000 964 278), SGS SCIENTIFIC SERVICES PTY LTD (53 008 736 221), SGS SYSTEMS AND SERVICES CERTIFICATION PTY LTD (12 060 156 014)",,"44000964278, 53008736221, 12060156014",,,https://modernslaveryregister.gov.au/statements/18310/,"Food and beverages, agriculture and fishing
Mining, metals, chemicals and resources (including oil and gas)
Automotive, machinery and heavy electrical equipment
Utilities: gas, water and electricity
Construction, civil engineering and building products
Transportation, logistics, and storage
Consumer services, including accommodation, hospitality, tourism and leisure
Information technology and telecommunication
Professional and administrative services and supplies, including legal, consulting and accounting services
Defence and aerospace
Education and research
Healthcare and pharmaceuticals","2023-641, 2022-681, 2021-2252, 2021-190"
2024-1046,2023-01-01,2023-12-31,Single,Australia,600-700M,DALRYMPLE BAY INFRASTRUCTURE LIMITED (76 643 302 032),DALRYMPLE BAY INFRASTRUCTURE MANAGEMENT PTY LTD (16 097 698 916),"76643302032, 16097698916",,,https://modernslaveryregister.gov.au/statements/18308/,"Mining, metals, chemicals and resources (including oil and gas)","2023-1123, 2022-1028, 2021-2000"
2024-1044,2023-01-01,2023-12-31,Single,Australia,1BN+,UNIVERSITY OF MELBOURNE (84 002 705 224),,84002705224,,,https://modernslaveryregister.gov.au/statements/18306/,Education and research,"2025-712, 2023-1078, 2022-1606, 2021-1910"
2024-1062,2023-01-01,2023-12-31,Joint,Australia,1BN+,"COMGEN AUSTRALIA PTY. LTD. (17 050 242 441), VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD (20 051 316 584), VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD & J.J RICHARDS TI TREE PTYLTD (67 450 387 919), VEOLIA HOLDINGS AUSTRALIA PTY LTD (82 663 593 093), VEOLIA RECYCLING & RECOVERY ANZ PTY LIMITED (18 002 658 255), VEOLIA RECYCLING & RECOVERY HOLDINGS ANZ PTY LTD (30 070 452 890), VEOLIA RECYCLING & RECOVERY PTY LTD (70 002 902 650), VEOLIA WATER AUSTRALIA PTY LTD (99 061 161 279), VEOLIA WATER OPERATIONS PTY LTD (14 061 161 297)","BENDIGO WATER SERVICES PTY LIMITED (68 087 333 088), NORTH WEST ALLIANCE PTY LTD (25 164 277 614), VEOLIA ENERGY SERVICES AUSTRALIA PTY LTD (36 122 191 208), VEOLIA ENERGY SOLUTIONS PTY LTD (30 129 471 558), VEOLIA ENERGY TECHNICAL SERVICES PTY LTD (46 064 584 587), VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD & J.J RICHARDS TI TREE PTYLTD (67 450 387 919), VEOLIA RECYCLING & RECOVERY (NSW) PTY LTD (93 524 709 106), VEOLIA WATER SERVICES (ANZ) PTY LTD (64 069 471 334), VEOLIA WATER UTILITIES (AUST.) PTY LTD (71 072 158 108), WESTERN RESOURCE RECOVERY PTY LTD (91 099 144 180)","68087333088, 17050242441, 25164277614, 36122191208, 30129471558, 46064584587, 20051316584, 67450387919, 67450387919, 82663593093, 18002658255, 30070452890, 93524709106, 70002902650, 99061161279, 14061161297, 64069471334, 71072158108, 91099144180",,,https://modernslaveryregister.gov.au/statements/18305/,"Utilities: gas, water and electricity
Waste management and recycling","2023-1385, 2022-1231, 2022-1015, 2021-2309, 2021-2217"
2024-1045,2023-01-01,2023-12-31,Joint,Australia,300-350M,"ALLNEX AUSTRALIA HOLDING PTY LTD (81 614 712 364), ALLNEX AUSTRALIA PTY. LTD. (24 160 397 768), ALLNEX RESINS AUSTRALIA PTY LTD (25 000 045 572)",NUPLEX RESINS (VIETNAM) PTY LTD,"81614712364, 24160397768, 25000045572",,,https://modernslaveryregister.gov.au/statements/18303/,"Mining, metals, chemicals and resources (including oil and gas)","2022-1161, 2021-2132"
2024-1043,2023-01-01,2023-12-31,Single,Australia,350-400M,METALS ACQUISITION CORP. (AUSTRALIA) PTY LTD,COBAR MANAGEMENT PTY. LIMITED,,"083171546, 657799758",,https://modernslaveryregister.gov.au/statements/18302/,"Mining, metals, chemicals and resources (including oil and gas)",2023-1358
2024-1042,2023-02-01,2024-01-31,Joint,"Australia, Ireland",1BN+,"WORKDAY AUSTRALIA PTY LTD (75 154 840 507), Workday Limited (99 829 043 186)",,"75154840507, 99829043186",,,https://modernslaveryregister.gov.au/statements/18300/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2025-742, 2023-1614, 2022-1448, 2020-173"
2024-1039,2023-01-01,2023-12-31,Single,Japan,350-400M,ASICS OCEANIA PTY LTD (59 003 091 389),,59003091389,,,https://modernslaveryregister.gov.au/statements/18297/,"Fashion, textiles, apparel and luxury goods","2023-1059, 2022-936, 2021-1986"
